timestamp_ms,acceleration_x_m_s2,acceleration_y_m_s2,acceleration_z_m_s2
282742,-0.12,0.68,9.66
282778,-0.16,0.75,9.8
282814,-0.18,0.7,9.83
282850,0.26,1.27,10.33
282885,0.18,0.43,9.32
282921,0.63,0.64,8.8
282956,0.28,0.87,9.77
282993,0.11,1.78,11.73
283028,0.25,-0.01,6.39
283065,-3.2,-1.88,8.41
283102,-0.78,1.96,12.73
283143,2.03,3.42,9.53
283180,-3.72,-2.36,15.44
283213,0.07,0.48,9.32
283249,0.25,1.11,9.68
283285,1.7,1.27,10.7
283322,0.76,3.8,5.31
283357,-3.38,6.44,14.32
283393,-7.32,-0.52,11.83
283430,-1.38,-3.23,7.74
283464,-0.11,6.24,9.28
283501,-3.35,-0.74,9.67
283537,-1.85,1.54,12.41
283575,0.41,2.55,10.25
283609,-3.17,1.7,6.94
283645,-5.03,-1.74,10.25
283688,-1.21,2.56,10.6
283722,-3.24,0.32,6.48
283757,-0.64,-6.21,13.25
283793,1.69,5.85,10.12
283831,-2.12,-4.81,8.12
283865,-0.01,1.09,8.41
283900,-1.66,-0.65,9.98
283940,0.64,-0.01,10.1
283974,0.47,0.67,10.45
284008,-0.2,0.37,7.9
284045,0.36,1.34,10.53
284084,-1.3,-1.97,6.44
284118,0.95,2.07,13.12
284154,-0.77,-2.08,12.56
284193,0.08,2.84,18.47
284229,1.59,-2.49,6.25
284267,-1.6,-3.51,8.77
284304,-1.01,-2.1,9.92
284343,0.58,-0.37,12.02
284378,-0.24,-2.43,10.07
284411,0.09,-3.66,8.21
284450,0.38,-1.78,10.34
284486,-0.8,-2.54,10.24
284520,0.04,-1.86,9.85
284556,-0.75,-4.04,7.77
284595,0.71,-1.21,8.39
284631,0.09,-0.18,10.62
284664,0.2,-1.74,8.98
284704,0.1,-0.99,9.98
284740,0.46,-2.07,6.78
284774,1.39,2.83,9.19
284808,-1.44,0.07,11.94
284852,-0.62,-1.69,10.88
284888,0.01,0.35,9.0
284921,0.25,0.81,9.67
284959,-1.38,-2.07,11.76
284995,0.91,-0.07,7.17
285031,-1.36,0.12,10.38
285065,0.14,-0.89,7.12
285104,-0.33,0.65,10.25
285139,-0.48,2.29,14.55
285173,-16.48,-12.48,25.04
285211,0.19,0.2,8.19
285247,-0.26,0.79,9.74
285284,0.0,1.43,10.03
285318,-0.15,1.43,10.06
285358,-0.1,1.22,9.81
285398,0.04,0.42,9.39
285433,-0.1,0.43,9.38
285467,-0.35,2.19,11.06
285505,-0.08,0.83,9.64
285541,-0.12,1.23,9.88
285575,-0.12,1.53,9.88
285612,-0.11,1.95,9.99
285647,0.02,5.69,10.27
285684,-0.22,6.26,9.72
285717,-1.22,2.21,10.61
285757,-0.5,-1.32,9.52
285793,1.0,4.04,9.84
285829,-4.55,1.01,8.81
285865,-1.89,1.98,9.13
285901,0.1,0.53,10.36
285938,1.48,-1.22,8.94
285976,-1.32,-1.36,8.5
286013,1.01,0.55,9.9
286049,0.35,2.93,9.39
286085,-1.9,-1.81,10.76
286121,-1.55,2.1,9.59
286156,-2.02,-1.89,10.58
286192,-0.31,-1.6,7.29
286228,-1.71,-3.83,12.36
286265,0.77,-4.88,5.34
286302,3.52,17.44,14.2
286338,-0.07,-3.81,7.28
286374,-0.7,-1.31,10.09
286408,1.66,-2.75,9.76
286445,0.09,4.14,7.31
286481,0.57,-1.23,8.53
286522,1.44,-3.03,6.57
286557,2.23,0.23,10.08
286593,-0.32,-0.42,8.05
286630,0.13,1.2,10.29
286664,-0.13,1.07,10.19
286700,-0.24,1.05,10.47
286736,0.69,0.78,8.82
286774,0.18,0.45,9.25
286808,-0.72,-1.66,5.63
286843,-0.41,-0.2,9.34
286882,0.36,1.24,5.73
286916,-3.21,0.94,13.55
286953,0.4,0.47,10.13
286989,3.23,2.58,10.78
287027,0.77,0.55,10.21
287060,-0.15,0.13,10.29
287101,0.61,0.0,8.83
287137,-0.44,0.24,10.52
287174,-0.2,0.68,9.89
287207,-0.23,2.73,13.07
287244,-0.07,1.36,9.98
287282,-0.18,0.75,9.78
287319,-0.27,0.54,9.63
287354,-0.19,0.72,9.85
287390,0.42,1.4,8.72
287427,-0.42,3.02,10.75
287461,-0.15,1.1,9.47
287498,-1.32,-2.07,10.11
287537,-0.17,0.76,9.8
287570,-0.12,0.79,9.72
287606,-0.15,0.77,10.04
287642,-0.23,1.04,10.18
287684,-0.17,0.94,10.04
287719,0.12,2.0,11.75
287755,-0.4,-0.34,9.2
287791,1.38,2.33,9.8
287827,0.0,-1.14,9.62
287861,-0.68,-2.42,7.45
287897,-0.73,-2.3,8.23
287937,-1.57,-0.7,10.55
287971,0.17,-0.82,7.55
288006,-0.17,0.53,10.37
288041,-0.16,0.29,9.62
288079,-0.14,-0.13,8.08
288113,-0.19,1.0,10.13
288149,-0.21,0.93,10.03
288189,-0.19,0.91,9.95
288229,-0.17,0.83,9.8
288263,-0.15,0.83,9.79
288297,-0.17,0.89,9.87
288336,-0.22,0.52,9.74
288369,-0.09,0.36,9.73
288405,-0.03,1.86,9.67
288441,-0.11,2.29,9.85
288478,-0.16,2.14,9.73
288512,0.04,2.16,9.65
288547,-0.27,1.47,10.32
288587,-0.32,0.31,10.52
288621,-0.2,1.27,10.07
288656,-0.18,0.84,9.77
288692,-0.18,0.86,9.81
288731,-0.16,0.84,9.81
288765,-0.15,0.81,9.81
288805,-0.15,0.81,9.8
288843,-0.15,0.82,9.78
288879,-0.16,0.81,9.83
288913,-0.18,0.84,9.77
288949,-0.1,0.96,9.85
288989,4.13,6.34,9.86
289022,-5.99,-2.63,11.61
289056,-4.62,5.38,8.83
289096,0.67,2.01,10.49
289132,-1.01,-0.64,9.56
289166,-2.45,4.97,10.42
289203,-4.37,3.31,9.34
289242,-3.74,6.79,9.73
289277,-2.14,0.38,8.72
289312,-8.96,-4.62,19.18
289356,-0.97,2.8,9.43
289392,-0.78,6.7,8.99
289428,-0.5,-0.55,10.11
289462,-0.99,0.34,9.92
289502,-0.02,2.2,9.32
289538,-0.34,0.48,9.86
289571,-0.56,0.96,9.81
289608,-0.65,1.02,9.81
289644,-0.47,0.8,9.74
289679,-0.43,0.78,9.8
289713,-0.68,0.25,9.73
289752,-0.08,2.04,9.73
289788,-0.59,0.84,9.8
289824,-0.61,0.89,9.83
289858,-0.64,0.72,9.77
289898,-0.58,-0.72,10.05
289939,-1.46,1.75,11.34
289973,0.53,4.22,8.94
290009,1.24,3.65,9.22
290045,-0.64,0.67,9.88
290080,-0.59,0.63,9.79
290114,-0.67,0.65,9.78
290153,-0.63,0.64,9.77
290188,-0.97,-0.15,9.86
290222,-0.6,0.43,9.72
290268,0.58,2.92,9.67
290304,-0.65,0.38,9.71
290340,-0.57,0.77,9.77
290374,-0.59,1.03,9.84
290411,-0.55,0.96,9.75
290452,-0.54,0.99,9.83
290487,-0.55,0.97,9.78
290526,-0.56,0.93,9.77
290560,-0.57,0.99,9.82
290595,-0.56,0.96,9.81
290631,-0.58,0.98,9.79
290670,-0.56,1.0,9.81
290705,-0.56,1.01,9.8
290740,-0.59,0.99,9.8
290777,-0.57,0.97,9.79
290813,-0.56,0.99,9.8
290849,-0.57,0.97,9.8
290885,-0.53,0.96,9.82
290924,-0.58,1.0,9.78
290958,-0.6,0.9,9.78
290994,-0.52,0.93,9.8
291034,-0.51,0.95,9.77
291073,-0.59,0.99,9.81
291106,-0.56,0.94,9.78
291141,-0.55,0.99,9.79
291179,-0.56,0.97,9.8
291214,-0.57,0.99,9.79
291250,-0.57,0.95,9.79
291286,-0.56,0.96,9.79
291323,-0.57,0.93,9.82
291358,-0.53,0.93,9.76
291394,-0.56,0.96,9.76
291430,-0.58,0.96,9.8
291467,-0.57,0.99,9.82
291504,-0.55,0.92,9.8
291539,-0.5,0.92,9.82
291582,-0.6,1.05,9.72
291618,-0.56,0.83,9.82
291653,-0.59,0.92,9.79
291689,-0.6,1.07,9.79
291727,-0.48,0.93,9.75
291761,-0.5,0.94,9.73
291796,-0.45,0.93,9.75
291836,-0.62,1.0,9.74
291871,-0.6,0.8,9.8
291906,-0.61,0.96,9.71
291941,-0.55,1.04,9.82
291980,-0.49,0.97,9.76
292017,-0.52,0.83,9.64
292052,-0.64,0.98,9.78
292087,-0.6,1.01,9.88
292127,-0.58,0.93,9.75
292165,-0.46,0.92,9.86
292201,-0.29,0.99,9.69
292240,-0.56,1.02,9.83
292276,-0.62,0.92,9.74
292311,-0.79,0.84,9.87
292346,-0.49,1.0,9.78
292385,-0.54,0.98,9.85
292419,-0.52,0.92,9.75
292454,-0.67,0.92,9.79
292493,-0.58,0.96,9.79
292529,-0.54,0.93,9.84
292563,-0.49,0.96,9.75
292599,-0.57,0.95,9.81
292639,-0.55,0.88,9.76
292674,-0.64,0.97,9.81
292709,-0.6,0.95,9.75
292749,-0.5,0.9,9.81
292789,-0.57,1.01,9.82
292824,-0.54,0.9,9.79
292857,-0.58,0.9,9.78
292896,-0.64,1.01,9.84
292932,-0.55,0.93,9.86
292968,-0.51,0.92,9.76
293004,-0.63,0.98,9.79
293042,-0.55,0.81,9.79
293078,-0.53,0.85,9.83
293113,-0.62,1.04,9.8
293152,-0.53,0.9,9.77
293188,-0.53,0.85,9.78
293224,-0.61,1.03,9.81
293258,-0.54,0.94,9.77
293302,-0.53,0.86,9.79
293337,-0.57,0.93,9.8
293372,-0.6,0.98,9.77
293406,-0.56,0.97,9.79
293445,-0.49,0.86,9.77
293481,-0.6,1.01,9.84
293517,-0.58,0.98,9.75
293556,-0.53,0.9,9.78
293592,-0.58,0.99,9.86
293627,-0.57,0.96,9.76
293663,-0.53,0.93,9.82
293702,-0.56,1.01,9.79
293738,-0.54,0.94,9.8
293774,-0.6,0.92,9.8
293812,-0.6,0.98,9.79
293848,-0.57,0.99,9.77
293889,-0.59,0.94,9.82
293923,-0.52,0.99,9.75
293961,-0.55,0.98,9.84
293997,-0.57,0.94,9.81
294033,-0.58,0.83,9.78
294069,-0.58,0.93,9.8
294106,-0.52,0.93,9.84
294142,-0.58,0.97,9.77
294178,-0.53,0.96,9.79
294217,-0.55,0.9,9.77
294253,-0.61,0.96,9.75
294289,-0.57,0.95,9.82
294325,-0.56,0.93,9.8
294363,-0.56,1.02,9.82
294398,-0.54,0.93,9.78
294438,-0.58,0.89,9.79
294477,-0.6,0.98,9.82
294512,-0.54,0.94,9.81
294548,-0.53,0.91,9.81
294585,-0.62,1.0,9.81
294624,-0.55,0.91,9.81
294658,-0.53,0.95,9.77
294694,-0.57,0.99,9.78
294730,-0.54,0.96,9.81
294769,-0.66,0.96,9.8
294804,-0.54,0.89,9.79
294840,-0.54,0.93,9.8
294879,-0.56,0.97,9.79
294916,-0.49,0.92,9.8
294951,-0.56,0.95,9.8
294987,-0.57,0.93,9.79
295031,-0.58,0.93,9.77
295066,-0.56,0.96,9.8
295102,-0.56,0.97,9.77
295141,-0.57,0.95,9.77
295177,-0.56,0.92,9.82
295212,-0.52,0.96,9.74
295247,-0.55,0.93,9.78
295286,-0.58,0.95,9.79
295322,-0.57,0.93,9.8
295356,-0.54,0.94,9.82
295393,-0.56,0.96,9.77
295432,-0.58,0.93,9.78
295468,-0.54,0.93,9.78
295502,-0.53,0.86,9.77
295541,-0.57,0.96,9.79
295578,-0.56,0.96,9.79
295618,-0.56,0.92,9.82
295653,-0.56,0.95,9.79
295692,-0.56,0.93,9.77
295728,-0.54,0.93,9.82
295762,-0.57,0.96,9.82
295801,-0.55,0.93,9.82
295837,-0.54,0.97,9.77
295873,-0.56,0.93,9.81
295908,-0.52,0.95,9.83
295947,-0.56,0.99,9.79
295984,-0.6,0.96,9.77
296019,-0.57,0.93,9.78
296054,-0.55,0.94,9.81
296093,-0.56,0.99,9.79
296129,-0.57,0.89,9.8
296163,-0.58,0.84,9.79
296206,-0.47,1.01,9.77
296242,-0.48,1.19,9.77
296278,-0.83,-0.02,9.62
296311,-0.61,1.04,9.83
296350,-0.56,0.84,9.88
296386,-0.45,0.81,9.77
296420,-0.56,0.64,9.76
296457,-0.65,0.74,9.79
296493,-0.66,0.93,9.81
296528,-0.67,0.93,9.82
296564,-0.6,0.82,9.79
296603,-0.51,1.03,9.77
296639,-0.46,1.04,9.83
296676,-0.46,1.03,9.8
296713,-0.54,1.01,9.92
296753,-0.62,0.82,9.77
296788,-0.62,1.01,9.85
296824,-0.55,0.93,9.81
296861,-0.49,1.12,9.79
296897,-0.57,0.91,9.82
296933,-0.61,0.69,9.79
296966,-0.48,0.87,9.74
297005,-0.62,0.79,9.75
297041,-0.64,0.53,9.76
297076,-0.27,1.17,9.74
297113,-0.7,0.01,9.74
297149,-0.58,0.78,9.8
297185,-0.56,0.82,9.81
297222,-0.58,0.76,9.77
297259,-0.46,1.13,9.78
297295,-0.56,0.95,9.82
297335,-0.55,1.06,9.83
297374,-0.58,0.94,9.81
297408,-0.56,0.89,9.76
297444,-0.56,0.93,9.81
297480,-0.57,0.99,9.77
297519,-0.52,1.03,9.75
297553,-0.51,1.0,9.81
297589,-0.53,0.91,9.79
297625,-0.59,0.9,9.78
297662,-0.55,0.92,9.81
297699,-0.57,0.96,9.79
297735,-0.57,0.95,9.8
297772,-0.55,0.96,9.84
297805,-0.34,1.32,9.77
297841,-0.68,0.58,9.77
297877,-0.6,0.82,9.8
297918,-0.28,1.21,9.74
297953,-0.58,0.8,9.77
297990,-0.57,0.87,9.8
298028,-0.55,0.93,9.79
298063,-0.59,0.81,9.77
298099,-0.58,0.87,9.79
298134,-0.59,0.88,9.81
298171,-0.56,0.91,9.81
298205,-0.56,0.94,9.77
298242,-0.54,0.92,9.79
298279,-0.57,0.98,9.81
298315,-0.6,0.8,9.77
298351,-0.58,0.91,9.8
298387,-0.56,0.88,9.82
298426,-0.56,0.95,9.81
298466,-0.61,0.32,9.74
298501,-0.6,0.78,9.75
298536,-0.57,0.99,9.81
298574,-0.54,0.93,9.79
298609,-0.56,0.88,9.78
298644,-0.57,0.9,9.8
298692,-0.58,0.92,9.8
298728,-0.58,0.94,9.81
298764,-0.56,0.9,9.8
298801,-0.56,0.88,9.77
298839,-0.57,0.92,9.81
298874,-0.56,0.94,9.8
298909,-0.56,0.94,9.78
298948,-0.55,0.9,9.77
298988,-0.55,0.92,9.84
299025,-0.56,0.89,9.77
299059,-0.55,0.91,9.78
299098,-0.55,0.95,9.8
299133,-0.55,0.91,9.79
299170,-0.56,0.92,9.8
299204,-0.56,0.94,9.8
299243,-0.56,0.89,9.8
299279,-0.54,0.91,9.79
299315,-0.53,0.97,9.77
299354,-0.55,0.86,9.76
299390,-0.58,0.98,9.8
299426,-0.58,0.9,9.84
299460,-0.6,0.89,9.82
299499,-0.55,0.94,9.71
299535,-0.54,0.91,9.79
299576,-0.5,0.85,9.79
299614,-0.51,0.89,9.7
299650,-0.61,0.86,9.82
299684,-0.63,0.93,9.89
299721,-0.56,0.89,9.8
299758,-0.53,0.94,9.8
299794,-0.49,0.96,9.83
299830,-0.56,0.92,9.83
299866,-0.62,0.91,9.83
299905,-0.56,0.9,9.76
299940,-0.58,0.88,9.83
299976,-0.55,0.92,9.82
300016,-0.53,0.86,9.76
300051,-0.55,0.92,9.81
300088,-1.65,-1.49,9.88
300123,-0.47,1.12,9.8
300165,-0.42,1.8,9.7
300200,-0.56,0.03,9.88
300236,-0.64,-7.32,9.34
300273,-0.77,4.14,9.69
300307,-3.56,-2.89,9.77
300343,-0.59,1.83,8.49
300380,-1.92,1.71,7.98
300417,-1.77,0.87,8.48
300451,0.06,-5.22,11.78
300487,-4.98,-0.62,10.42
300526,-4.42,1.29,9.76
300560,0.19,3.25,11.02
300596,1.2,-0.59,8.03
300633,-1.2,1.24,9.23
300669,-1.54,5.91,10.62
300707,0.65,3.57,10.02
300744,-0.43,0.29,10.01
300783,-1.87,1.04,10.12
300817,-1.31,1.84,10.07
300852,-0.87,3.46,9.64
300888,-1.54,0.81,9.56
300925,-0.25,-2.13,10.34
300959,0.45,1.18,8.98
300995,-0.57,1.46,10.0
301035,-2.79,0.66,9.39
301070,-0.97,1.9,9.3
301104,-0.65,1.33,9.05
301139,-1.78,3.78,9.75
301178,1.56,0.44,8.88
301213,-0.68,1.3,10.75
301249,-0.6,1.08,9.95
301292,-0.79,0.7,9.85
301328,0.09,1.39,10.23
301362,-0.35,1.22,10.12
301399,-0.52,0.75,9.7
301437,-0.38,1.71,11.28
301472,-0.28,0.77,9.72
301506,-0.12,-0.28,8.33
301546,-0.4,-0.71,8.52
301582,-0.4,1.19,11.48
301616,-0.37,0.52,10.28
301650,-0.24,-1.4,6.05
301690,-2.55,7.05,24.47
301726,-0.52,1.1,10.78
301760,-0.42,0.25,9.23
301800,-0.42,1.1,9.71
301840,-0.5,0.37,9.67
301876,-0.55,2.61,9.99
301908,-0.49,2.1,9.89
301947,-0.39,-2.31,8.9
301984,-0.92,-0.97,8.85
302018,-0.24,-1.03,6.11
302055,-0.42,-0.45,8.67
302092,-0.39,-1.2,9.53
302128,-0.61,2.58,10.66
302161,-3.94,-12.67,5.27
302200,-11.12,2.95,9.8
302237,-4.08,1.13,12.11
302272,-0.22,6.67,11.19
302310,-0.02,2.63,10.11
302346,1.25,0.52,8.31
302383,-2.17,0.93,10.54
302420,-0.12,4.7,12.45
302457,-0.93,1.53,9.65
302493,-0.4,1.01,9.66
302529,-0.41,1.79,10.05
302566,-0.45,1.79,9.77
302601,-0.65,-0.07,10.07
302637,-0.55,1.42,9.94
302672,-0.5,1.8,9.74
302709,-0.5,2.24,9.67
302745,-0.32,1.88,9.67
302782,-0.17,2.87,9.39
302819,-0.49,2.02,9.42
302854,-0.59,0.76,9.98
302889,3.35,5.62,9.76
302926,-0.34,-0.25,9.14
302967,-4.41,-0.04,9.9
303002,-0.48,0.43,11.33
303038,-4.53,-4.33,8.97
303077,2.69,4.83,8.62
303111,1.05,-0.9,12.09
303147,-2.99,-0.76,13.53
303185,1.54,3.05,8.48
303221,-0.83,-2.3,10.34
303255,0.87,-5.15,1.42
303292,0.37,0.71,9.98
303331,-3.59,3.38,9.57
303365,-0.3,4.66,11.6
303400,-5.67,-2.88,4.23
303439,0.08,0.91,9.87
303475,-0.71,0.86,10.21
303510,-0.83,0.04,10.24
303550,-0.17,1.14,9.74
303589,-0.95,-1.98,8.95
303625,-1.04,-0.39,12.67
303659,-0.1,-0.54,9.2
303697,0.99,2.29,10.37
303733,-0.4,-0.22,9.43
303768,-0.91,0.84,11.73
303802,-0.7,1.79,12.98
303842,-0.81,0.23,10.08
303878,0.0,3.36,12.05
303911,-0.39,-0.5,8.01
303951,0.12,5.43,13.64
303987,-0.97,-0.96,10.63
304023,-0.98,-2.69,7.7
304058,-1.47,-3.14,8.08
304102,-1.55,-0.95,8.61
304138,-1.85,1.19,12.23
304173,-0.07,2.69,9.38
304209,0.54,3.71,10.97
304245,0.69,3.38,11.2
304281,-0.6,-1.0,8.93
304316,-0.11,-1.61,7.82
304354,-0.34,-1.17,9.23
304390,-0.22,-0.91,9.37
304425,-0.56,-1.42,8.27
304459,-0.51,-0.02,10.27
304499,-0.31,0.07,9.3
304535,-2.07,-4.92,8.86
304570,-0.86,-3.52,3.44
304607,-2.37,6.28,4.69
304644,-0.49,-1.96,10.43
304685,-1.65,1.89,11.07
304722,-1.02,6.01,9.34
304756,-1.06,-0.86,10.27
304792,-1.61,2.17,9.43
304829,-0.42,3.84,11.58
304866,2.71,-1.06,6.78
304901,0.16,-2.85,10.72
304936,-2.69,3.27,9.2
304975,0.74,1.42,10.57
305009,-0.05,0.96,8.23
305045,-2.56,1.44,10.55
305082,-1.12,-0.18,9.34
305119,1.71,-0.98,9.92
305153,1.38,-1.26,9.9
305189,-2.37,0.59,10.1
305225,-1.41,0.29,10.11
305267,-0.57,2.13,9.96
305301,1.08,0.82,10.15
305338,0.14,-0.28,10.09
305376,-1.57,0.82,8.83
305410,-1.58,1.18,9.12
305445,-0.81,1.4,9.5
305485,1.08,-1.0,10.24
305520,-2.68,2.14,9.36
305554,-2.12,0.18,10.34
305591,-1.85,0.8,10.06
305630,-0.08,-0.8,9.97
305664,-0.81,-0.22,9.21
305699,1.13,-1.96,10.79
305738,-1.44,-3.49,9.88
305775,-4.56,-1.73,7.57
305813,-4.66,2.51,10.72
305849,-3.49,0.96,8.96
305888,1.43,7.4,9.67
305924,-1.13,1.58,9.6
305957,0.78,-0.8,9.68
305996,2.59,1.82,10.68
306033,-2.54,0.08,8.51
306067,-3.88,1.56,9.53
306102,-1.06,0.02,9.91
306141,-0.33,1.26,9.77
306177,-0.36,1.59,9.78
306211,-0.83,0.38,9.84
306250,-1.12,-0.35,9.78
306286,-1.02,1.34,11.35
306322,-1.46,0.32,10.68
306356,-0.53,2.39,10.65
306400,-0.07,1.29,8.95
306436,-1.28,-0.11,9.76
306469,0.22,2.69,9.38
306506,-0.14,2.74,10.44
306542,-0.42,1.3,9.73
306579,-0.67,1.2,10.58
306613,-1.08,0.34,10.02
306652,-0.31,0.62,9.88
306688,-0.64,-4.81,10.4
306724,0.93,1.26,6.34
306761,-1.02,-2.4,10.18
306797,-0.75,-1.52,9.94
306833,-0.81,5.97,9.44
306868,-0.78,1.34,9.46
306918,-1.48,1.37,10.01
306951,0.01,0.12,10.12
306988,-3.26,3.58,10.12
307026,-1.22,0.57,10.13
307060,0.18,2.13,9.8
307096,-0.32,1.0,9.7
307133,-0.9,-1.01,10.26
307171,-0.79,0.38,9.97
307205,0.73,2.7,9.09
307240,1.26,3.43,9.84
307280,-0.78,1.77,10.02
307314,-0.47,1.17,9.92
307350,1.29,-0.67,9.87
307386,-1.68,-0.77,9.93
307424,0.61,-2.21,10.02
307463,-1.16,4.33,9.32
307499,0.5,0.23,9.79
307534,-1.12,0.07,9.57
307571,-0.21,0.93,10.46
307605,-0.67,2.59,10.6
307641,-1.75,-0.16,9.34
307680,-0.57,2.41,9.93
307715,0.68,1.28,11.28
307749,0.8,3.42,13.52
307788,-3.04,-1.29,7.96
307824,0.11,-2.79,8.19
307858,-1.54,1.45,13.44
307895,-0.79,-3.58,8.17
307935,-0.97,-5.6,7.17
307970,0.14,-2.13,9.99
308003,0.05,-1.79,11.13
308047,-0.67,-3.82,9.75
308082,-0.5,-4.15,7.51
308117,-0.68,-3.28,9.03
308151,0.28,-1.74,8.54
308191,-0.5,-2.49,7.96
308227,-0.52,-0.71,10.14
308260,-0.3,-0.34,8.58
308299,-0.55,0.98,10.6
308335,-0.07,4.54,13.02
308371,-0.5,1.25,10.0
308406,-0.54,0.83,9.68
308446,-0.47,1.06,9.83
308482,-0.47,1.25,9.98
308516,-0.47,1.01,9.82
308554,-0.44,1.21,9.92
308594,-0.47,1.1,9.86
308631,-0.47,0.99,9.78
308665,-0.95,0.74,9.82
308702,-0.82,0.62,10.19
308739,-2.03,-5.14,11.07
308773,-2.96,1.42,10.14
308811,-2.06,-1.06,6.7
308847,-6.87,1.24,9.88
308883,4.49,5.47,10.4
308917,2.49,5.8,6.0
308954,-1.95,3.22,9.21
308990,-1.25,1.21,10.02
309027,-0.91,0.34,9.86
309064,-1.23,0.6,9.82
309099,-3.94,-0.73,9.41
309136,1.6,2.47,10.43
309175,-1.69,-1.05,9.47
309212,-0.91,1.96,10.28
309248,-1.85,-0.23,9.19
309283,-1.82,-0.33,8.28
309321,0.94,3.09,10.45
309354,-0.79,-0.43,9.1
309391,-1.24,-0.7,9.29
309427,-0.66,0.0,10.2
309464,-1.22,0.89,9.37
309498,-1.86,-0.61,8.34
309534,-0.74,1.06,9.87
309572,-0.24,0.84,10.64
309606,0.16,0.93,12.15
309643,-0.43,-6.83,14.64
309680,-0.28,-2.22,10.22
309721,-3.34,-0.94,9.59
309754,-3.9,4.9,11.65
309791,-6.38,2.92,8.96
309830,-0.67,0.3,9.48
309864,0.18,0.82,9.41
309899,-2.78,-2.09,2.28
309935,3.07,-2.37,3.74
309972,-1.24,0.6,10.82
310006,0.0,-0.08,9.04
310042,-2.07,3.71,11.1
310082,-3.21,-2.4,11.69
310116,1.62,-4.51,8.49
310151,-1.97,-3.53,9.96
310187,-1.07,-0.87,11.27
310226,1.3,0.31,10.41
310260,-1.72,-3.43,8.54
310300,-1.44,0.22,8.75
310340,0.27,-0.41,8.56
310376,-1.01,-0.96,8.7
310410,-3.34,-1.16,8.16
310446,-3.8,-3.02,12.57
310484,-0.79,3.86,7.13
310521,4.27,-4.27,11.31
310555,-0.16,-0.16,9.68
310595,-2.79,2.71,8.31
310631,-1.27,-3.14,10.85
310666,-1.14,3.57,12.81
310700,0.04,5.22,6.59
310739,0.31,1.36,11.35
310775,-2.92,2.91,11.07
310810,-3.38,-2.4,11.47
310853,1.19,0.92,5.1
310890,-1.0,-0.3,8.27
310926,1.48,1.68,8.24
310960,0.53,1.15,11.2
311000,0.6,4.18,8.05
311035,0.28,2.05,8.06
311070,-0.92,0.81,11.28
311107,-0.69,2.15,8.84
311144,-0.65,0.69,9.47
311180,-0.51,-0.6,9.41
311214,-0.28,-1.14,9.98
311251,-0.42,1.08,9.77
311288,-0.41,1.08,9.93
311324,-0.37,1.02,9.78
311363,-0.38,1.04,9.77
311398,-0.41,1.12,9.9
311438,-0.4,1.05,9.78
311474,-0.42,1.07,9.86
311513,-0.42,0.79,9.54
311547,-1.6,-0.04,10.56
311583,-3.6,-6.87,11.19
311787,-0.12,-1.87,8.23
311824,-1.46,-4.38,8.51
311858,-6.99,3.15,11.0
311894,-2.51,-0.88,8.3
311932,-0.26,-5.55,7.65
311967,-2.84,-1.31,11.5
312001,-2.78,1.76,9.52
312041,-1.91,0.15,10.89
312077,1.99,-7.32,9.69
312111,-0.18,-1.71,7.71
312147,-1.8,1.34,11.61
312186,0.42,-2.18,8.93
312222,-1.08,0.85,8.86
312256,2.58,13.49,20.01
312295,0.39,3.76,11.02
312332,-0.31,-0.3,10.12
312366,-1.33,2.17,10.29
312403,-1.56,-0.99,8.64
312442,-0.46,2.3,10.0
312479,-2.38,1.33,9.97
312513,-1.35,0.87,9.58
312551,0.1,0.48,9.93
312587,1.27,1.58,9.66
312623,0.81,0.33,9.76
312656,-0.92,0.93,10.06
312695,0.36,3.47,9.19
312731,-1.08,0.6,9.7
312765,-3.57,-2.49,11.18
312803,-2.23,-2.53,10.35
312839,-0.59,0.54,9.76
312876,-0.48,0.56,9.75
312911,-0.56,0.72,9.84
312954,-0.55,0.66,9.81
312990,-0.53,0.61,9.77
313026,-0.53,0.65,9.81
313062,-0.54,0.67,9.82
313100,-0.55,0.68,9.83
313137,-0.55,0.65,9.79
313171,-0.54,0.68,9.77
313209,-0.52,0.65,9.77
313245,-0.49,0.69,9.72
313281,-0.53,0.68,9.82
313315,-0.12,0.48,9.34
313352,-0.5,0.85,9.97
313389,-0.36,0.7,9.71
313425,-0.59,0.72,9.87
313464,-0.64,0.78,10.07
313499,-0.49,0.69,9.63
313539,-0.66,0.75,9.91
313574,0.16,2.49,9.77
313611,0.22,2.17,10.24
313647,-1.93,-1.12,9.62
313682,-0.4,1.19,10.01
313716,-0.58,0.66,9.73
313754,-0.64,0.78,9.8
313790,-0.62,0.68,9.77
313826,-0.71,0.51,9.77
313863,-0.5,1.0,9.79
313897,-0.43,0.76,9.7
313933,-4.93,-6.44,10.8
313968,-0.08,1.27,10.07
314005,-1.96,1.59,10.0
314042,0.81,5.72,9.97
314079,0.89,0.13,9.79
314120,0.61,1.18,9.88
314153,-0.55,2.33,9.76
314189,-0.76,0.24,9.76
314225,1.01,1.87,9.89
314262,-1.57,0.53,9.62
314297,-0.75,1.02,9.73
314333,-0.78,0.67,9.71
314371,-0.78,0.75,9.81
314404,-0.43,1.1,9.72
314440,-1.18,-0.45,9.79
314477,-0.24,1.9,9.52
314514,-0.79,1.24,9.87
314549,-0.55,0.95,9.77
314585,-0.49,1.01,9.74
