timestamp_ms,acceleration_x_m_s2,acceleration_y_m_s2,acceleration_z_m_s2
31310,-0.76,0.22,9.57
31344,-0.39,1.24,9.62
31381,-0.28,1.08,9.5
31416,-1.71,0.28,9.61
31451,-0.46,1.29,9.48
31483,-0.62,0.92,9.55
31522,-0.56,1.15,9.52
31557,-0.6,1.07,9.54
31590,-0.36,1.45,9.39
31625,-0.42,1.9,9.13
31663,-1.33,1.38,11.83
31696,-1.25,2.33,9.11
31730,-4.43,0.44,8.93
31768,-7.87,0.49,8.31
31803,-7.16,2.86,8.19
31836,-6.34,1.14,4.41
31872,-6.77,1.84,5.31
31909,-7.08,2.89,2.29
31942,-8.27,2.75,7.52
31977,-11.09,5.37,2.34
32015,-4.17,0.22,3.76
32049,-4.68,2.14,-8.55
32082,-10.55,-6.85,2.26
32117,-9.5,2.02,0.52
32154,-9.91,1.85,0.04
32187,-9.76,0.43,0.52
32223,-9.69,0.37,0.45
32261,-9.63,0.35,0.44
32293,-9.71,0.3,0.15
32328,-9.74,0.33,0.33
32363,-9.7,0.3,0.31
32399,-9.77,0.34,0.3
32433,-9.69,0.28,0.27
32467,-9.72,0.32,0.38
32500,-9.67,0.34,0.39
32536,-9.73,0.3,0.33
32571,-9.7,0.3,0.38
32605,-9.64,0.25,0.35
32641,-9.6,0.31,0.28
32675,-9.68,0.28,0.31
32710,-9.73,0.28,0.42
32743,-9.68,0.23,0.3
32781,-9.69,0.24,0.28
32816,-9.74,0.23,0.36
32848,-9.67,0.14,0.13
32885,-9.66,0.19,0.65
32920,-9.63,0.12,0.41
32955,-9.73,0.14,0.48
32988,-9.66,0.09,0.26
33026,-9.71,0.14,0.28
33060,-9.72,0.21,0.25
33093,-9.72,0.23,0.22
33128,-9.69,0.17,0.21
33166,-9.7,0.14,0.26
33199,-9.72,0.22,0.26
33232,-9.73,0.2,0.2
33270,-9.67,0.14,0.21
33304,-9.69,0.18,0.16
33337,-9.73,0.22,0.21
33372,-9.73,0.19,0.13
33409,-9.65,0.18,0.1
33442,-9.64,0.15,0.1
33477,-9.7,0.17,0.11
33511,-9.74,0.21,0.1
33558,-9.69,0.14,0.07
33591,-9.68,0.15,0.13
33626,-9.73,0.14,0.16
33664,-9.69,0.14,0.11
33698,-9.71,0.14,0.17
33732,-9.68,0.11,0.07
33767,-9.75,0.19,0.11
33804,-9.71,0.12,0.13
33837,-9.67,0.12,0.08
33871,-9.72,0.1,0.13
33909,-9.7,0.16,0.12
33944,-9.73,0.17,0.1
33979,-9.71,0.13,0.13
34014,-9.72,0.13,0.13
34050,-9.68,0.14,0.18
34083,-9.62,0.12,0.1
34118,-9.71,0.11,0.11
34153,-9.69,0.08,0.19
34189,-9.72,0.11,0.11
34225,-9.67,0.08,0.04
34259,-9.68,0.14,0.11
34295,-9.72,0.16,0.12
34330,-9.73,0.14,0.07
34365,-9.7,0.15,0.1
34401,-9.68,0.18,0.09
34437,-9.67,0.11,0.05
34471,-9.79,0.17,0.06
34506,-9.71,0.12,0.14
34542,-10.04,0.11,0.23
34577,-9.53,0.01,0.06
34612,-9.73,0.06,0.02
34644,-9.68,0.0,-0.13
34682,-9.61,0.0,-0.01
34717,-9.76,0.0,0.01
34750,-9.74,0.06,0.02
34783,-9.74,0.15,0.08
34821,-9.75,0.12,0.03
34855,-9.7,0.14,0.0
34888,-9.7,0.22,0.0
34927,-9.73,0.19,0.01
34962,-9.73,0.22,0.0
34997,-9.72,0.22,0.03
35032,-9.69,0.2,0.07
35068,-9.7,0.19,0.02
35103,-9.74,0.25,0.0
35137,-9.73,0.16,-0.01
35175,-9.69,0.11,0.09
35210,-9.71,0.22,0.04
35243,-9.72,0.17,0.02
35277,-9.69,0.12,0.0
35315,-9.69,0.16,0.05
35349,-9.71,0.21,0.08
35383,-9.69,0.19,0.04
35418,-9.72,0.22,0.05
35454,-9.7,0.23,0.04
35487,-9.68,0.23,0.0
35522,-9.7,0.2,0.04
35560,-9.72,0.2,-0.01
35593,-9.69,0.19,0.07
35628,-9.73,0.18,0.04
35663,-9.7,0.17,0.04
35700,-9.73,0.24,0.04
35733,-9.72,0.23,0.0
35769,-9.71,0.2,-0.02
35805,-9.71,0.22,0.01
35837,-9.69,0.21,0.0
35872,-9.72,0.22,-0.02
35907,-9.74,0.22,-0.04
35945,-9.7,0.22,-0.01
35980,-9.71,0.23,0.03
36015,-9.69,0.25,0.03
36050,-9.71,0.23,0.01
36086,-9.71,0.22,-0.02
36122,-9.7,0.19,0.0
36157,-9.71,0.25,0.02
36194,-9.7,0.21,0.01
36229,-9.77,0.24,0.0
36263,-9.69,0.28,0.02
36299,-9.73,0.25,-0.05
36336,-9.67,0.19,0.02
36372,-9.75,0.24,0.03
36407,-9.69,0.25,0.0
36444,-9.74,0.22,-0.01
36478,-9.7,0.23,0.01
36514,-9.71,0.26,0.0
36549,-9.68,0.24,0.0
36585,-9.7,0.25,-0.03
36621,-9.73,0.22,0.0
36655,-9.71,0.25,0.0
36691,-9.69,0.23,0.0
36726,-9.72,0.25,0.0
36762,-9.71,0.25,0.0
36797,-9.7,0.24,0.0
36834,-9.69,0.22,0.0
36870,-9.71,0.26,0.01
36904,-9.68,0.23,0.0
36938,-9.7,0.23,0.01
36976,-9.7,0.26,0.02
37012,-9.72,0.26,0.01
37047,-9.72,0.25,0.05
37085,-9.71,0.22,0.0
37120,-9.72,0.25,0.03
37154,-9.71,0.25,0.01
37188,-9.69,0.24,0.0
37226,-9.69,0.25,0.0
37261,-9.72,0.22,0.01
37296,-9.7,0.24,0.01
37334,-9.71,0.25,0.04
37368,-9.69,0.24,0.02
37404,-9.7,0.24,0.02
37438,-9.72,0.25,0.0
37476,-9.71,0.24,0.02
37511,-9.71,0.23,0.0
37545,-9.76,0.23,0.01
37580,-9.67,0.29,0.04
37614,-9.74,0.21,0.02
37649,-9.7,0.22,0.01
37683,-9.73,0.26,0.0
37720,-9.75,0.26,0.04
37755,-9.76,0.25,0.04
37789,-9.72,0.25,0.02
37825,-9.71,0.25,0.03
37863,-9.69,0.24,0.02
37898,-9.73,0.24,0.01
37933,-9.71,0.27,0.01
37969,-9.72,0.24,0.03
38005,-9.69,0.23,0.01
38039,-9.72,0.23,0.03
38074,-9.68,0.25,0.0
38112,-9.7,0.24,0.01
38147,-9.71,0.24,0.04
38181,-9.7,0.24,0.01
38216,-9.69,0.24,0.05
38255,-9.73,0.26,0.03
38288,-9.72,0.25,0.0
38324,-9.7,0.25,0.04
38361,-9.7,0.23,0.01
38396,-9.7,0.26,0.03
38431,-9.69,0.25,0.0
38466,-9.7,0.22,0.01
38504,-9.72,0.26,0.04
38538,-9.71,0.24,0.01
38574,-9.71,0.26,0.01
38610,-9.73,0.26,0.02
38646,-9.7,0.24,0.02
38681,-9.73,0.25,0.0
38717,-9.72,0.23,0.03
38755,-9.71,0.27,0.04
38789,-9.7,0.22,0.0
38823,-9.72,0.27,0.02
38858,-9.7,0.26,0.04
38896,-9.7,0.23,0.03
38931,-9.68,0.25,0.01
38967,-9.72,0.27,0.04
39005,-9.69,0.27,0.02
39038,-9.71,0.28,0.02
39073,-9.72,0.28,0.05
39109,-9.7,0.28,0.03
39146,-9.73,0.28,0.02
39182,-9.71,0.28,0.01
39217,-9.7,0.28,0.05
39252,-9.68,0.27,0.05
39288,-9.7,0.27,0.0
39323,-9.73,0.28,0.05
39358,-9.69,0.27,0.06
39395,-9.7,0.24,0.0
39431,-9.68,0.25,0.01
39465,-9.69,0.24,0.04
39500,-9.72,0.25,0.09
39537,-9.71,0.25,0.04
39573,-9.72,0.24,0.06
39608,-9.68,0.23,0.08
39645,-9.71,0.28,0.11
39680,-9.72,0.23,0.07
39715,-9.71,0.25,0.07
39750,-9.69,0.28,0.0
39787,-9.72,0.26,0.03
39822,-9.7,0.24,0.09
39857,-9.7,0.29,0.09
39890,-9.72,0.29,0.13
39928,-9.71,0.24,0.07
39963,-10.16,0.17,0.55
39996,-10.91,5.21,5.85
40034,-9.0,0.48,2.28
40070,-8.5,4.27,1.46
40103,-9.78,3.4,3.69
40136,-17.34,-5.34,19.6
40175,-1.32,13.58,-12.23
40210,-3.88,4.73,5.71
40243,-6.11,1.02,3.12
40281,-4.14,0.89,7.96
40315,-4.86,-0.08,11.55
40349,-5.45,-0.67,8.46
40383,-3.08,-0.62,8.72
40421,-2.27,-1.73,7.15
40457,-1.83,-2.26,7.87
40489,-0.77,1.41,8.37
40527,-1.28,1.21,9.38
40563,-3.46,9.37,16.77
40596,-0.53,1.21,9.66
40632,-0.51,0.7,9.59
40670,-0.46,0.04,9.4
40705,-0.45,0.69,9.45
40737,-0.49,0.66,9.48
40775,-0.35,0.8,9.5
40809,-0.78,0.94,9.79
40842,-0.57,0.57,9.52
40878,-0.68,0.34,9.3
40915,-0.64,0.64,9.51
40948,-0.53,0.82,9.61
40983,-0.58,0.71,9.51
41018,-0.55,0.79,9.6
41054,-0.55,0.79,9.5
41088,-0.58,0.76,9.6
41122,-0.56,0.79,9.51
41159,-0.61,0.93,9.61
41193,-0.58,0.81,9.48
41228,-0.58,0.86,9.49
41264,-0.57,0.84,9.52
41300,-0.59,0.81,9.51
41334,-0.58,0.8,9.52
41369,-0.55,0.81,9.55
41404,-0.57,0.81,9.58
41441,-0.59,0.84,9.51
41476,-0.58,0.8,9.54
41510,-0.73,1.24,9.8
41549,-0.53,0.81,9.49
41583,-0.49,0.9,9.54
41618,-0.42,0.98,9.54
41651,-0.5,0.85,9.53
41701,-0.5,0.84,9.54
41735,-0.45,0.8,9.52
41769,-0.52,0.8,9.54
41804,-0.45,0.81,9.51
41839,-0.49,0.84,9.55
41874,-0.47,0.82,9.56
41909,-0.46,0.81,9.52
41946,-0.52,0.79,9.49
41980,-0.47,0.81,9.55
42015,-0.5,0.82,9.47
42050,-0.49,0.79,9.51
42087,-0.48,0.79,9.59
42122,-0.5,0.82,9.51
42157,-0.49,0.78,9.59
42189,-0.49,0.79,9.51
42227,-0.5,0.8,9.56
42262,-0.48,0.77,9.56
42298,-0.48,0.77,9.53
42335,-0.47,0.81,9.53
42370,-0.5,0.79,9.56
42404,-0.46,0.78,9.54
42438,-0.48,0.79,9.53
42476,-0.48,0.77,9.54
42511,-0.52,0.78,9.54
42546,-0.5,0.78,9.5
42582,-0.48,0.78,9.53
42619,-0.5,0.76,9.51
42654,-0.52,0.78,9.55
42688,-0.47,0.79,9.54
42726,-0.48,0.77,9.52
42761,-0.47,0.78,9.52
42796,-0.47,0.77,9.52
42830,-0.49,0.8,9.55
42868,-0.5,0.75,9.57
42903,-0.5,0.78,9.58
42936,-0.46,0.77,9.52
42971,-0.49,0.76,9.57
43009,-0.48,0.77,9.41
43043,-0.49,0.79,9.47
43078,-0.46,0.76,9.49
43113,-0.48,0.78,9.57
43146,-0.49,0.78,9.53
43181,-0.48,0.77,9.53
43215,-0.46,0.74,9.49
43253,-0.49,0.77,9.54
43286,-0.46,0.78,9.5
43321,-0.49,0.76,9.54
43357,-0.46,0.8,9.52
43393,-0.49,0.75,9.58
43428,-0.49,0.78,9.53
43463,-0.5,0.77,9.52
43498,-0.49,0.76,9.52
43536,-0.49,0.78,9.57
43571,-0.48,0.79,9.53
43606,-0.49,0.75,9.52
43641,-0.49,0.75,9.51
43677,-0.49,0.77,9.55
43712,-0.49,0.75,9.51
43747,-0.48,0.79,9.52
43785,-0.58,0.7,10.29
43820,-0.47,0.77,9.63
43855,-0.47,0.79,9.62
43889,-0.48,0.76,9.44
43927,-0.51,0.77,9.56
43962,-0.47,0.76,9.56
43997,-0.51,0.77,9.64
44035,-0.49,0.74,9.49
44070,-0.49,0.78,9.6
44105,-0.48,0.77,9.55
44139,-0.47,0.78,9.54
44177,-0.49,0.76,9.53
44212,-0.46,0.77,9.55
44247,-0.48,0.75,9.52
44281,-0.47,0.76,9.55
44319,-0.45,0.78,9.51
44355,-0.53,0.77,9.55
44389,-0.48,0.75,9.52
44427,-0.47,0.78,9.55
44462,-0.49,0.77,9.55
44496,-0.48,0.72,9.54
44532,-0.47,0.77,9.54
44569,-0.49,0.79,9.56
44605,-0.46,0.76,9.55
44639,-0.49,0.76,9.52
44674,-0.48,0.75,9.56
44711,-0.5,0.75,9.57
44746,-0.47,0.76,9.54
44781,-0.48,0.77,9.56
44819,-0.47,0.77,9.54
44854,-0.49,0.74,9.54
44888,-0.47,0.76,9.5
44922,-0.49,0.74,9.57
44960,-0.47,0.73,9.54
44995,-0.47,0.74,9.52
45030,-0.5,0.75,9.54
45065,-0.47,0.75,9.54
45103,-0.48,0.75,9.54
45136,-0.47,0.77,9.52
45171,-0.48,0.76,9.51
45210,-0.49,0.78,9.53
45244,-0.48,0.77,9.53
45279,-0.49,0.78,9.57
45314,-0.47,0.8,9.55
45351,-0.5,0.75,9.53
45385,-0.48,0.75,9.52
45420,-0.48,0.75,9.55
45455,-0.48,0.77,9.53
45492,-0.47,0.74,9.5
45527,-0.47,0.76,9.54
45561,-0.47,0.75,9.53
45599,-0.47,0.75,9.52
45634,-0.46,0.77,9.52
45669,-0.5,0.77,9.55
45704,-0.46,0.76,9.54
45740,-0.47,0.76,9.56
45774,-0.48,0.77,9.51
45809,-0.49,0.74,9.57
45843,-0.49,0.78,9.54
45882,-0.46,0.76,9.51
45917,-0.47,0.73,9.53
45953,-0.48,0.74,9.55
45988,-0.45,0.75,9.5
46024,-0.5,0.8,9.59
46059,-0.46,0.74,9.53
46092,-0.49,0.71,9.49
46130,-0.48,0.77,9.52
46164,-0.2,-0.04,9.24
46197,2.71,-0.98,12.52
46233,-0.68,2.59,12.13
46271,-0.63,5.53,6.86
46305,-3.11,5.49,10.7
46338,0.18,8.43,5.56
46375,-1.43,6.34,4.5
46410,-0.1,8.14,3.92
46443,-0.8,8.8,3.58
46479,0.03,8.99,2.74
46517,0.38,10.4,2.25
46550,-1.24,9.7,2.08
46584,-0.21,8.92,0.03
46622,0.69,9.24,-0.11
46656,-0.63,10.09,0.69
46689,-0.16,9.78,0.6
46724,-0.12,10.16,0.59
46761,0.0,10.52,0.82
46794,-0.09,9.68,0.58
46829,-0.02,9.63,0.46
46865,-0.18,10.95,1.13
46900,-0.05,10.58,1.07
46935,0.11,9.84,0.47
46969,-0.11,10.39,0.8
47005,-0.03,10.16,0.7
47038,0.0,10.24,0.54
47073,-0.11,10.16,0.59
47108,0.0,10.39,0.74
47143,-0.03,10.03,0.6
47179,-0.07,10.33,0.67
47214,-0.04,10.37,0.67
47250,0.0,10.05,0.7
47285,-0.01,10.42,0.63
47319,-0.01,10.25,0.62
47351,-0.04,9.98,0.54
47388,-0.05,10.61,0.73
47423,0.02,10.26,0.58
47458,0.05,10.15,0.52
47494,0.02,10.29,0.54
47529,-0.02,9.98,0.7
47564,0.12,10.22,0.55
47597,-0.07,10.66,0.66
47635,-0.07,10.38,0.74
47670,0.05,9.98,0.58
47703,0.01,10.28,0.62
47739,-0.07,10.03,0.56
47774,-0.04,10.24,0.53
47808,-0.07,10.45,0.62
47841,-0.02,10.1,0.52
47879,-0.03,10.46,0.63
47915,0.0,10.34,0.58
47947,-0.02,10.17,0.53
47982,-0.07,10.26,0.55
48019,-0.05,10.25,0.56
48054,-0.06,10.33,0.67
48088,0.05,10.06,0.55
48124,0.0,10.32,0.52
48159,-0.04,10.36,0.6
48191,-0.08,10.18,0.53
48226,0.0,10.29,0.58
48262,0.1,10.21,0.58
48295,-0.03,10.18,0.54
48330,-0.07,10.29,0.59
48367,-0.04,10.55,0.66
48402,0.0,10.07,0.48
48436,-0.01,10.37,0.62
48471,0.01,10.43,0.68
48506,0.0,10.03,0.58
48539,-0.04,10.2,0.46
48574,-0.02,10.43,0.57
48612,-0.07,10.28,0.56
48645,-0.07,10.08,0.46
48679,-0.04,10.64,0.61
48715,-0.01,10.06,0.53
48750,-0.12,10.05,0.54
48785,0.0,10.54,0.62
48820,-0.02,10.12,0.54
48856,-0.09,10.16,0.49
48888,-0.03,10.34,0.49
48923,0.0,10.47,0.63
48958,-0.1,9.95,0.46
48994,-0.01,10.44,0.54
49030,0.0,10.48,0.6
49065,-0.09,10.05,0.47
49097,-0.02,10.21,0.56
49135,-0.02,10.4,0.64
49170,0.0,10.1,0.55
49205,-0.02,10.39,0.54
49241,-0.05,10.44,0.55
49275,-0.11,10.03,0.48
49310,-0.21,9.96,0.5
49343,0.0,10.66,0.64
49381,-0.09,9.76,0.43
49417,-0.07,10.22,0.54
49452,-0.01,10.42,0.57
49488,-0.09,10.13,0.46
49524,0.0,10.42,0.51
49559,-0.01,10.43,0.59
49592,-0.1,10.08,0.47
49630,-0.11,10.08,0.45
49665,-0.05,10.35,0.56
49699,-0.11,10.27,0.48
49737,-0.13,10.38,0.55
49772,0.03,10.12,0.58
49805,0.07,10.27,0.45
49838,-0.05,10.46,0.6
49885,-0.04,10.13,0.94
49920,-0.05,10.15,1.02
49953,0.16,10.29,1.15
49987,0.04,10.03,0.93
50024,0.06,10.3,1.12
50059,-0.03,10.56,1.62
50092,0.3,9.39,1.3
50129,-0.6,9.11,4.62
50165,0.31,9.02,5.05
50198,0.97,8.82,5.62
50233,1.01,7.49,5.98
50271,1.99,4.53,5.65
50305,1.84,4.26,8.81
50337,2.26,3.56,8.3
50375,0.91,2.65,8.46
50410,1.21,3.3,8.37
50443,0.9,2.31,10.11
50479,0.78,1.04,10.31
50515,-0.66,0.68,10.53
50548,-2.12,3.86,16.77
50584,-0.33,0.9,9.43
50622,-0.56,0.55,9.54
50656,-0.47,0.6,9.56
50689,-0.48,0.67,9.51
50723,-0.44,0.63,9.53
50761,-0.47,0.68,9.54
50794,-0.45,0.7,9.55
50829,-0.46,0.68,9.55
50866,-0.47,0.66,9.58
50900,-0.47,0.68,9.58
50935,-0.45,0.69,9.52
50970,-0.45,0.67,9.6
51008,-0.45,0.67,9.53
51042,-0.45,0.63,9.52
51077,-0.46,0.67,9.56
51111,-0.45,0.66,9.55
51146,-0.45,0.65,9.55
51181,-0.46,0.67,9.56
51216,-0.45,0.67,9.56
51254,-0.44,0.66,9.52
51288,-0.42,0.66,9.52
51322,-0.44,0.67,9.53
51356,-0.46,0.65,9.59
51392,-0.44,0.63,9.54
51426,-0.45,0.67,9.59
51461,-0.43,0.64,9.54
51496,-0.45,0.62,9.55
51531,-0.46,0.66,9.58
51566,-0.47,0.64,9.55
51601,-0.45,0.62,9.53
51639,-0.42,0.61,9.54
51674,-0.43,0.66,9.55
51708,-0.45,0.64,9.56
51742,-0.44,0.64,9.48
51779,-0.47,0.63,9.55
51814,-0.46,0.64,9.56
51849,-0.46,0.63,9.55
51887,-0.44,0.62,9.51
51921,-0.44,0.63,9.55
51956,-0.46,0.62,9.54
51989,-0.45,0.63,9.53
52026,-0.46,0.62,9.53
52061,-0.44,0.64,9.54
52094,-0.43,0.64,9.52
52131,-0.45,0.63,9.55
52166,-0.46,0.63,9.54
52202,-0.47,0.64,9.54
52236,-0.46,0.64,9.55
52274,-0.43,0.64,9.54
52308,-0.43,0.66,9.54
52342,-0.44,0.66,9.53
52377,-0.45,0.61,9.55
52415,-0.47,0.61,9.55
52450,-0.44,0.6,9.57
52485,-0.5,0.62,9.55
52523,-0.45,0.67,9.57
52557,-0.43,0.62,9.55
52591,-0.44,0.6,9.56
52626,-0.46,0.64,9.58
52664,-0.44,0.63,9.54
52699,-0.46,0.59,9.54
52733,-0.45,0.64,9.58
52771,-0.43,0.61,9.51
52807,-0.42,0.64,9.53
52840,-0.5,0.62,9.58
52876,-0.43,0.63,9.57
52913,-0.42,0.62,9.52
52947,-0.48,0.62,9.54
52982,-0.45,0.61,9.56
53017,-0.43,0.62,9.57
53055,-0.46,0.61,9.56
53089,-0.47,0.64,9.55
53123,-0.46,0.62,9.54
53161,-0.45,0.63,9.56
53194,-0.43,0.63,9.53
53229,-0.47,0.6,9.55
53264,-0.44,0.62,9.55
53302,-0.44,0.63,9.55
53337,-0.45,0.62,9.53
53371,-0.43,0.62,9.57
53409,-0.45,0.62,9.55
53442,-0.46,0.61,9.52
53477,-0.42,0.6,9.54
53512,-0.43,0.59,9.52
53549,-0.43,0.6,9.42
53583,-0.46,0.58,9.51
53619,-0.44,0.59,9.5
53654,-0.48,0.62,9.6
53690,-0.43,0.63,9.53
53726,-0.45,0.61,9.53
53761,-0.42,0.62,9.53
53796,-0.44,0.65,9.59
53831,-0.46,0.63,9.53
53867,-0.46,0.6,9.58
53902,-0.44,0.61,9.54
53940,-0.45,0.64,9.57
53975,-0.45,0.61,9.55
54009,-0.47,0.6,9.56
54046,-0.45,0.64,9.56
54081,-0.44,0.64,9.53
54116,-0.45,0.62,9.55
54151,-0.45,0.62,9.54
54189,-0.42,0.61,9.55
54223,-0.49,0.65,9.59
54259,-0.46,0.64,9.55
54292,-0.47,0.65,9.56
54330,-0.45,0.63,9.54
54366,-0.45,0.64,9.57
54401,-0.46,0.64,9.54
54438,-0.45,0.62,9.53
54473,-0.44,0.63,9.56
54508,-0.45,0.61,9.53
54542,-0.45,0.64,9.52
54580,-0.45,0.64,9.54
54615,-0.45,0.65,9.56
54650,-0.44,0.64,9.53
54685,-0.48,0.63,9.55
54723,-0.43,0.6,9.57
54758,-0.45,0.63,9.57
54791,-0.44,0.63,9.56
54829,-0.44,0.63,9.56
54863,-0.44,0.63,9.58
54899,-0.45,0.59,9.57
54934,-0.45,0.62,9.58
54972,-0.54,1.44,11.24
55006,-0.68,0.61,11.65
55038,-1.28,-1.61,13.3
55076,-0.29,-2.91,9.75
55111,0.35,-3.25,5.94
55145,-1.35,-4.2,7.78
55180,1.08,-4.38,6.63
55218,0.89,-4.87,5.8
55250,-0.78,-6.03,4.92
55285,-0.67,-6.41,4.5
55324,0.45,-7.83,4.63
55358,-0.25,-7.82,3.3
55391,-0.09,-8.03,2.8
55427,0.0,-9.25,1.29
55463,-0.06,-11.23,3.61
55497,-0.29,-9.42,0.1
55532,0.49,-7.69,0.03
55570,0.08,-9.1,1.6
55603,-0.11,-8.99,-0.19
55638,-0.15,-8.97,0.48
55672,-0.13,-8.95,0.65
55708,-0.13,-8.93,0.48
55741,-0.12,-8.97,0.31
55776,-0.13,-8.96,0.35
55813,-0.14,-8.97,0.15
55845,-0.12,-8.98,0.27
55880,-0.14,-8.99,0.45
55915,-0.13,-8.94,0.5
55950,-0.14,-8.96,0.71
56108,-0.13,-9.0,0.47
56140,-0.16,-8.99,0.46
56178,-0.14,-8.96,0.67
56212,-0.13,-9.05,0.73
56245,-0.12,-8.96,0.54
56281,-0.14,-8.96,0.62
56317,-0.14,-8.95,0.67
56350,-0.12,-8.94,0.49
56385,-0.14,-9.0,0.39
56420,-0.15,-9.1,0.67
56456,-0.14,-8.97,0.68
56489,-0.14,-8.93,0.42
56523,-0.13,-8.91,0.41
56559,-0.14,-8.95,0.51
56592,-0.15,-9.02,0.4
56627,-0.15,-8.98,0.44
56662,-0.13,-8.98,0.55
56697,-0.14,-8.97,0.54
56731,-0.14,-8.96,0.5
56766,-0.14,-8.98,0.5
56801,-0.11,-8.96,0.61
56836,-0.12,-8.96,0.61
56870,-0.12,-9.01,0.56
56905,-0.15,-8.96,0.6
56942,-0.14,-8.98,0.61
56977,-0.14,-8.99,0.48
57011,-0.14,-8.97,0.58
57043,-0.13,-8.99,0.6
57080,-0.13,-8.98,0.56
57115,-0.14,-8.98,0.61
57150,-0.13,-9.01,0.52
57188,-0.14,-8.98,0.51
57223,-0.13,-8.99,0.56
57257,-0.12,-8.99,0.31
57290,-0.12,-8.99,0.43
57327,-0.14,-8.95,0.58
57362,-0.17,-8.98,0.64
57395,-0.13,-8.97,0.56
57433,-0.15,-8.98,0.55
57467,-0.14,-9.0,0.56
57500,-0.14,-8.97,0.61
57535,-0.12,-8.99,0.7
57573,-0.14,-8.99,0.52
57608,-0.14,-8.98,0.65
57640,-0.14,-8.97,0.69
57675,-0.13,-8.97,0.62
57713,-0.14,-8.99,0.65
57746,-0.14,-8.96,0.7
57781,-0.12,-9.01,0.6
57818,-0.14,-8.99,0.6
57850,-0.14,-8.95,0.65
57885,-0.13,-8.95,0.63
57920,-0.16,-9.01,0.46
57956,-0.14,-9.01,0.53
57990,-0.1,-9.03,0.58
58023,-0.15,-8.95,0.76
58067,-0.15,-8.99,0.55
58100,-0.14,-8.96,0.67
58135,-0.15,-8.96,0.78
58171,-0.16,-8.99,0.67
58208,-0.13,-8.97,0.68
58242,-0.14,-8.97,0.65
58276,-0.11,-8.97,0.62
58310,-0.14,-8.97,0.61
58346,-0.12,-9.01,0.65
58381,-0.13,-8.98,0.66
58416,-0.14,-8.99,0.67
58450,-0.12,-9.02,0.59
58485,-0.17,-9.01,0.62
58520,-0.13,-9.01,0.46
58553,-0.13,-9.01,0.46
58591,-0.12,-8.96,0.49
58626,-0.14,-9.0,0.45
58660,-0.15,-8.97,0.53
58696,-0.13,-8.92,0.48
58731,-0.11,-9.0,0.4
58766,-0.14,-8.97,0.41
58799,-0.12,-8.95,0.55
58836,-0.13,-9.03,0.55
58871,-0.14,-8.99,0.46
58904,-0.17,-8.95,0.59
58938,-0.13,-9.02,0.39
58976,-0.12,-9.02,0.25
59009,-0.13,-9.04,0.43
59041,-0.12,-8.99,0.92
59079,-0.13,-9.01,0.96
59114,-0.15,-9.01,1.01
59147,-0.13,-8.97,1.18
59182,-0.13,-9.0,1.0
59218,-0.12,-9.0,0.79
59252,-0.14,-9.04,0.69
59287,-0.12,-8.98,0.84
59324,-0.15,-8.96,0.96
59359,-0.13,-8.98,0.77
59390,-0.15,-8.97,0.88
59425,-0.13,-8.98,0.76
59461,-0.14,-9.01,0.64
59494,-0.13,-8.99,0.74
59529,-0.14,-8.99,0.66
59567,-0.14,-8.99,0.71
59601,-0.13,-8.97,0.74
59636,-0.14,-9.02,0.71
59671,-0.14,-9.0,0.72
59708,-0.14,-8.98,0.77
59742,-0.13,-8.99,0.65
59777,-0.14,-8.99,0.7
59811,-0.12,-8.95,0.78
59847,-0.13,-8.99,0.73
59881,-0.13,-8.98,0.74
59916,-0.13,-8.97,0.75
59954,-0.14,-9.02,0.49
59987,-0.14,-9.05,0.46
60022,-0.12,-9.05,0.46
60055,-0.15,-9.08,-0.08
60092,0.32,-12.07,2.26
60127,-0.45,-7.42,0.92
60163,0.0,-7.34,3.72
60197,-0.68,-5.23,5.97
60232,-0.03,-4.26,4.71
60268,1.19,-2.0,6.35
60301,2.51,-1.69,8.18
60339,-1.38,-3.42,10.79
60374,-0.77,-2.47,11.56
60406,-2.17,-0.3,10.32
60443,-0.65,-0.64,11.29
60479,-1.03,0.0,10.31
60514,0.81,0.22,8.32
60547,-0.67,1.23,11.29
60584,0.04,0.05,8.08
60619,-0.08,1.35,10.19
60652,-0.48,0.86,9.58
60687,-0.38,0.88,9.6
60725,-0.42,0.75,9.53
60761,-0.46,0.76,9.52
60794,-0.46,0.82,9.55
60831,-0.42,0.77,9.51
60866,-0.47,0.79,9.58
60900,-0.45,0.77,9.53
60935,-0.45,0.75,9.54
60972,-0.44,0.78,9.61
61006,-0.45,0.73,9.56
61040,-0.47,0.78,9.65
61077,-0.43,0.77,9.58
61112,-0.45,0.72,9.49
61146,-0.42,0.74,9.43
61180,-0.45,0.76,9.53
61217,-0.46,0.75,9.57
61252,-0.44,0.73,9.5
61287,-0.41,0.77,9.53
61322,-0.45,0.76,9.6
61360,-0.45,0.77,9.56
61392,-0.43,0.75,9.53
61427,-0.43,0.75,9.57
61465,-0.43,0.78,9.57
61498,-0.43,0.77,9.54
61533,-0.43,0.78,9.55
61569,-0.43,0.76,9.54
61605,-0.42,0.77,9.53
61639,-0.45,0.78,9.53
61674,-0.44,0.78,9.57
61709,-0.44,0.79,9.52
61745,-0.44,0.75,9.52
61779,-0.46,0.78,9.57
61813,-0.44,0.78,9.56
61849,-0.43,0.78,9.57
